"","GEOID","insur_rate","medn_incm","educ_rate","PoC","EJStress","BrwnFl_500","BrwnFl_250","BrwnFl_1k"
"3498","340210038003",1,0.53312186751253,0.523160762942779,0.221640488656195,0.28,0,0,0
"3499","340210038004",0.908602150537634,0.784156863372547,0.0879120879120879,0.338709677419355,0.52,0,0,0
"3500","340210038005",1,0.564789740841037,0.752631578947368,0.0285234899328859,0.28,0,0,0
"3501","340210038006",0.962512664640324,0.427330290678837,0.569463548830812,0.247213779128673,0.24,0,0,0
"3502","340210038007",0.982236154649948,0.549541801832793,0.638230647709321,0.0867293625914316,0.24,0,0,0
"3503","340210039021",0.968602825745683,0.614497542009832,0.772413793103448,0.0675039246467818,0.48,0,0,0
"3504","340210039022",0.995791245791246,0.48499806000776,0.629362214199759,0.0867003367003367,0.36,0,0,0
"3505","340210039031",0.974186307519641,1,0.902927580893683,0.121212121212121,0.32,0,0,0
"3506","340210039032",0.979428571428571,0.751664993340027,0.803225806451613,0.178285714285714,0.4,0,0,0
"3507","340210039033",0.981927710843373,0.372058511765953,0.605333333333333,0.200197238658777,0.52,0,0,0
"3508","340210039041",0.98030163127116,0.88190047239811,0.809334657398213,0.538627269929209,0.44,0,0,0
"3509","340210039042",0.988465396188566,0.526425894296423,0.665338645418327,0.251755265797392,0.36,0,0,0
"3510","340210039043",1,0.840904636381455,0.746506986027944,0.200258397932817,0.24,0,0,0
"3511","340210039051",0.997211895910781,1,0.805349182763744,0.172397769516729,0.2,0,0,0
"3512","340210039052",0.984832069339112,0.588569645721417,0.666199158485273,0.0790899241603467,0.24,0,0,0
"3513","340210039053",0.907158043940468,0.785224859100564,0.648241206030151,0.148121899362155,0.28,0,0,0
"3514","340210040001",0.994514106583072,0.579165683337267,0.829814459373001,0.229623824451411,0.56,0,0,0
"3515","340210040002",0.96850944716585,0.561069755720977,0.837861524978089,0.457662701189643,0.68,0,0,0
"3516","340210040003",0.970817120622568,0.716789132843469,0.648584905660377,0.428015564202335,0.6,0,0,0
"3517","340210040004",1,0.377762488950044,0.778888888888889,0.491341991341991,0.6,0,0,0
"3518","340210042031",0.990712074303406,1,0.827346465816918,0.447368421052632,0.28,0,0,0
"3519","340210042032",0.956912028725314,0.784164863340547,0.785063752276867,0.60263315380012,0.28,0,0,0
"3520","340210042033",1,1,0.826291079812207,0.342342342342342,0.2,0,0,0
"3521","340210042041",0.98881735005083,0.324026703893184,0.978931527464259,0.411385970857336,0.52,0,0,0
"3522","340210042042",0.998461538461539,1,0.943514644351464,0.195384615384615,0.4,0,0,0
"3523","340210042043",1,0.661665353338587,0.926294820717131,0.287749287749288,0.28,0,0,0
"3524","340210042044",1,1,0.976271186440678,0.201388888888889,0.44,0,0,0
"3525","340210042051",0.992786293958521,0.306022775908896,0.604872881355932,0.422406639004149,0.4,0,0,0
"3526","340210042052",1,1,0.950021358393849,0.265116279069767,0.48,0,0,0
"3527","340210042061",1,0.592141631433474,0.900124843945069,0.247118155619597,0.52,0,0,0
"3528","340210042062",0.935729847494553,0.622249511001956,0.845688350983359,0.483660130718954,0.56,0,0,0
"3529","340210043061",1,1,0.82947232947233,0.641598624838848,0.24,0,0,0
"3530","340210043062",0.941835260115607,0.872292510829957,0.845135290731146,0.702312138728324,0.36,0,0,0
"3531","340210043071",0.912756113681428,0.645949416202335,0.8905540417802,0.59517514871117,0.32,0,0,0
"3532","340210043072",0.881950774840474,0.879440482238071,0.867149758454106,0.604910714285714,0.36,0,0,0
"3533","340210043073",0.917361637604246,0.93499626001496,0.780821917808219,0.43062926459439,0.6,0,0,0
"3534","340210043091",1,0.80434478262087,0.515075376884422,0.389632107023411,0.44,0,0,0
"3535","340210043092",NA,NA,NA,NA,0.4,0,0,0
"3536","340210043093",0.992867332382311,0.599541601833593,0.73605577689243,0.649786019971469,0.48,0,0,0
"3537","340210043094",0.99198717948718,1,0.812556869881711,0.405982905982906,0.44,0,0,0
"3538","340210043095",0.981781376518219,0.798328806684773,0.636871508379888,0.230769230769231,0.44,0,0,0
"3539","340210043111",0.830808080808081,0.163571345714617,0.439024390243902,0.69949494949495,0.44,0,0,0
"3540","340210043112",1,0.731381074475702,0.806412583182093,0.590729001584786,0.48,0,0,0
"3541","340210043113",1,0.620525517897928,0.543280182232346,0.212690951821387,0.28,0,0,0
"3542","340210043114",0.936914736323312,0.423990304038784,0.718339100346021,0.36076885165106,0.32,0,0,0
"3543","340210043121",1,0.850452598189607,0.351877607788595,0.331337325349301,0.48,0,0,0
"3544","340210043122",1,0.94249623001508,0.770605759682224,0.321135646687697,0.4,0,0,0
"3545","340210043123",1,1,0.84549356223176,0.586206896551724,0.28,0,0,0
"3546","340210043131",1,0.352826588693645,0.86120218579235,0.69064505234718,0.44,0,0,0
"3547","340210043132",1,NA,0.581068416119963,0.864696734059098,0.56,0,0,0
"3548","340210043141",NA,NA,NA,NA,0.44,0,0,0
"3549","340210043142",NA,NA,NA,NA,0.44,0,0,0
"3550","340210043143",0.92378752886836,0.630933476266095,0.84,0.166281755196305,0.64,0,0,0
"3551","340210043144",0.973607038123167,0.409758360966556,0.926640926640927,0.403714565004888,0.36,0,0,0
"3552","340210043145",NA,NA,NA,NA,0.6,0,0,0
"3553","340210043146",1,0.561053755784977,0.950261780104712,0.693370165745856,0.64,0,0,0
"3554","340210043147",0.940966719492868,0.617997528009888,0.712389380530973,0.938589540412044,0.44,0,0,0
"3555","340210043151",1,1,0.948875255623722,0.826869806094183,0.4,0,0,0
"3556","340210043152",0.993303571428571,1,0.822736030828516,0.641517857142857,0.24,0,0,0
"3557","340210043161",1,1,0.815300546448087,0.438103599648815,0.36,0,0,0
"3558","340210043162",1,0.49625001499994,0.745415318230852,0.466464952092789,0.36,0,0,0
"3559","340210043163",0.972120322817315,1,0.829557713052859,0.546588407923698,0.36,0,0,0
"3560","340210044031",0.755090168702734,0.318594725621098,0.44435857805255,0.557882489819663,0.68,0,0,0
"3561","340210044032",0.9483407458091,0.555997776008896,0.331576635924462,0.34006158056791,0.72,0,0,0
"3562","340210044033",0.956628477905074,0.338570645717417,0.281790437436419,0.511456628477905,0.64,0,0,0
"3563","340210044041",0.912976153607928,0.537297850808597,0.38766709788702,0.569216475689068,0.4,0,0,0
"3564","340210044042",0.815950920245399,0.343214627141491,0.395629238884702,0.50920245398773,0.52,0,0,0
"3565","340210044043",0.835547411818598,0.462322150711397,0.415268456375839,0.53183692166743,0.48,0,0,0
"3566","340210044044",0.879282218597064,0.324710701157195,0.188087774294671,0.722675367047308,0.4,0,0,0
"3567","340210044061",0.990506329113924,0.718569125723497,0.641666666666667,0.263449367088608,0.44,0,0,0
"3568","340210044062",0.79755538579068,0.266318934724261,0.493815413891532,0.539343009931245,0.48,0,0,0
"3569","340210044063",1,0.442578229687081,0.537679932260796,0.47921760391198,0.4,0,0,0
"3570","340210044064",0.949053857350801,0.188623245507018,0.354330708661417,0.708879184861718,0.6,0,0,0
"3571","340210044071",1,0.516133935464258,0.797427652733119,0.302449414270501,0.44,0,0,0
"3572","340210044072",0.988003427592117,0.456070175719297,0.5,0.258783204798629,0.36,0,0,0
"3573","340210044073",1,0.740237039051844,0.709972552607502,0.235816814764183,0.28,0,0,0
"3574","340210044074",0.880747126436782,0.250178999284003,0.251152073732719,0.656034482758621,0.44,0,0,0
"3575","340210044081",0.978843441466855,0.326538693845225,0.563318777292576,0.76163610719323,0.52,0,0,0
"3576","340210044082",0.968436154949785,0.682689269242923,0.832543443917852,0.777618364418938,0.44,0,0,0
"3577","340210044083",1,0.800864796540814,0.729689807976366,0.476951163852122,0.28,0,0,0
"3578","340210044091",0.890699904122723,0.36127455490178,0.409986859395532,0.659156279961649,0.48,0,0,0
"3579","340210044092",0.956826137689615,0.532349870600518,0.325418994413408,0.457409568261377,0.44,0,0,0
"3580","340210044093",1,NA,0.625454545454545,0.895348837209302,0.6,0,0,0
"3581","340210045011",0.976598412035102,NA,0.925925925925926,0.527789385708316,0.6,0,0,0
"3582","340210045012",0.93394495412844,0.743329026683893,0.93854748603352,0.512844036697248,0.68,0,0,0
"3583","340210045013",0.988668555240793,0.83499666001336,0.836695485110471,0.198300283286119,0.64,0,0,0
"3584","340210045014",0.974419706300332,NA,0.901515151515151,0.53671245855045,0.56,0,0,0
"3585","340210045021",1,0.513329946680213,0.616141732283465,0.308426073131955,0.44,0,0,0
"3586","340210045022",0.988532110091743,0.85499658001368,0.957178841309824,0.121559633027523,0.44,0,0,0
"3587","340219800001",NA,NA,0.0288753799392097,0.805745554035568,0.72,5,1,11
"3588","340230001011",0.997946611909651,0.386082455670177,0.504364694471387,0.158110882956879,0.56,0,0,0
"3589","340230001012",0.94258872651357,0.414234343062628,0.451567944250871,0.285490605427975,0.8,0,0,0
"3590","340230001021",1,0.406778372886508,0.522198731501057,0.398868458274399,0.72,0,0,0
"3591","340230001022",0.989327146171694,0.636621453514186,0.310835913312694,0.322041763341067,0.8,0,0,0
"3592","340230001023",0.922950819672131,0.451710193159227,0.401923076923077,0.329508196721311,0.84,0,0,0
"3593","340230001024",1,0.565453738185047,0.769230769230769,0.367521367521368,0.76,0,0,0
"3594","340230002001",0.897959183673469,0.424114303542786,0.306299782766112,0.621070049641478,0.8,0,0,0
"3595","340230002002",0.953237410071942,0.330414678341287,0.262321144674086,0.363309352517986,0.84,0,0,0
"3596","340230002003",0.911955514365153,0.376058495766017,0.281236203090508,0.662032746370096,0.76,0,0,0
"3597","340230002004",0.70076169749728,NA,0.116847826086957,0.677685950413223,0.64,0,0,0
"3598","340230003001",0.928918817807707,0.393570425718297,0.409488139825218,0.570145903479237,0.84,0,0,0
"3599","340230003002",0.829928216454997,0.249911000355999,0.155136268343816,0.747101049144119,0.84,0,0,0
"3600","340230003003",0.972267536704731,0.444310222759109,0.279843444227006,0.442903752039152,0.76,0,0,0
"3601","340230003004",0.851165254237288,0.462666149335403,0.389904901243599,0.686970338983051,0.88,0,0,0
"3602","340230004011",0.98374613003096,0.393458426166295,0.240583232077764,0.743808049535604,0.84,0,0,0
"3603","340230004012",0.991876523151909,0.519541921832313,0.304029304029304,0.627944760357433,0.72,0,0,0
"3604","340230004013",0.977977977977978,0.63499746001016,0.491255961844197,0.737737737737738,0.56,0,0,0
"3605","340230004031",0.993853427895981,0.55249779000884,0.658405894172806,0.816075650118203,0.68,0,0,0
"3606","340230004032",0.965227145260796,0.618457526169895,0.628125,0.706674144699944,0.64,0,0,0
"3607","340230004033",0.916986564299424,0.469442122231511,0.400525279054498,0.796545105566219,0.64,0,0,0
"3608","340230004041",0.972543352601156,0.438706245175019,0.353333333333333,0.630057803468208,0.68,0,0,0
"3609","340230004042",0.949050086355786,0.388458446166215,0.546478873239437,0.843696027633851,0.64,0,0,0
"3610","340230004043",0.945976364659538,0.373446506213975,0.404814004376368,0.777152504220597,0.84,0,0,0
"3611","340230004044",0.975420439844761,0.489542041831833,0.331975560081466,0.569642087106511,0.64,0,0,0
"3612","340230005011",0.987485101311085,0.408222367110532,0.137988362427265,0.901668653158522,0.68,0,0,0
"3613","340230005012",0.824980724749422,0.481362074551702,0.253715498938429,0.909020817270625,0.76,0,0,0
"3614","340230005013",0.896604156107451,0.387566449734201,0.443396226415094,0.842372022301064,0.88,0,0,0
"3615","340230005031",0.948763250883392,0.53687385250459,0.654292343387471,0.840989399293286,0.68,0,0,0
"3616","340230005032",0.892447607750099,0.485498058007768,0.392396907216495,0.770660340055358,0.8,0,0,0
"3617","340230005041",0.891777188328913,0.370918516325935,0.5423855963991,0.903978779840849,0.68,0,0,0
"3618","340230005042",0.817453625632378,0.360574557701769,0.477112676056338,0.915682967959528,0.68,0,0,0
"3619","340230005043",0.77984496124031,0.397270410918356,0.648111332007952,0.782945736434108,0.68,0,0,0
"3620","340230006031",0.941216216216216,0.614113543545826,0.577507598784195,0.662837837837838,0.6,0,0,0
"3621","340230006032",0.960410557184751,0.59499762000952,0.641404805914972,0.496350364963504,0.88,0,0,0
"3622","340230006081",0.945464663327768,0.41312234751061,0.564909520062943,0.81858653311074,0.6,0,0,0
"3623","340230006091",0.89497262319562,0.696589213643145,0.674649050371594,0.796913887506222,0.6,0,0,0
"3624","340230006092",0.943589743589744,0.408034367862529,0.780927835051546,0.941880341880342,0.68,0,0,0
"3625","340230006101",0.964015151515151,0.374042503829985,0.721345229924502,0.934659090909091,0.68,0,0,0
"3626","340230006102",0.934315169366716,0.56999772000912,0.398933989339893,0.86539027982327,0.6,0,0,0
"3627","340230007011",0.959156785243742,0.528497886008456,0.616438356164384,0.689064558629776,0.72,0,0,0
"3628","340230007012",0.963267891070298,0.73687305250779,0.579181494661922,0.748575047498417,0.64,0,0,0
"3629","340230007013",0.889247311827957,0.257974968100128,0.508064516129032,0.62258064516129,0.76,0,0,0
"3630","340230007021",0.919159770846595,0.503213987144051,0.581981981981982,0.745396825396825,0.56,0,0,0
"3631","340230007022",0.998310810810811,0.29499882000472,0.32995951417004,0.442567567567568,0.52,0,0,0
"3632","340230007023",1,0.61499754000984,0.405683192261185,0.520119863013699,0.48,0,0,0
"3633","340230007024",0.993981083404987,0.63937344250623,0.596473029045643,0.692175408426483,0.44,0,0,0
"3634","340230008011",0.974389517569982,0.419542321830713,0.376554174067496,0.537820131030375,0.64,0,0,1
"3635","340230008012",0.975609756097561,0.581173675305299,0.431778929188256,0.722721437740693,0.72,0,0,0
"3636","340230008013",1,0.528589885640457,0.278586278586279,0.512526843235505,0.72,0,0,0
"3637","340230008021",0.964245810055866,0.563997744009024,0.484437350359138,0.284916201117318,0.6,0,0,0
"3638","340230008022",0.979723502304148,0.49122603509586,0.261808367071525,0.521658986175115,0.72,0,0,0
"3639","340230009011",0.921311475409836,0.52749789000844,0.39612676056338,0.390573770491803,0.64,0,0,0
"3640","340230009021",0.947817836812144,0.591593633625465,0.350467289719626,0.34819734345351,0.56,0,0,0
"3641","340230009022",0.993326978074357,0.266098935604258,0.228050171037628,0.498570066730219,0.68,0,0,0
"3642","340230009023",1,0.470574117703529,0.336122733612273,0.348439073514602,0.72,0,0,0
"3643","340230009024",1,0.480906076375694,0.412663755458515,0.510869565217391,0.68,0,0,0
"3644","340230009025",1,0.392914428342287,0.426086956521739,0.215579710144928,0.48,0,0,0
"3645","340230010011",0.988950276243094,0.54187383250467,0.479331941544885,0.519950890116636,0.88,0,0,0
"3646","340230010031",0.876899696048632,0.35499858000568,0.196213425129088,0.585106382978723,0.76,0,0,0
"3647","340230010032",0.9913336543091,0.349166603333587,0.39407598197038,0.55560905151661,0.76,0,0,0
"3648","340230010033",0.983695652173913,0.67062131751473,0.612036539494895,0.613354037267081,0.76,0,0,0
"3649","340230010041",0.829036635006784,0.375354498582006,0.740983606557377,0.609226594301221,0.8,0,0,0
"3650","340230010042",0.993044822256569,0.661281354874581,0.615690168818272,0.812624584717608,0.72,0,0,0
"3651","340230011001",0.956661316211878,0.383714465142139,0.865413533834586,0.482611021936865,0.72,0,0,1
"3652","340230011002",0.964071856287425,0.733329066683733,0.981818181818182,0.441402908468777,0.72,0,0,2
"3653","340230011003",0.993614931237721,0.336314654741381,0.710495963091119,0.724054316197866,0.6,0,0,2
"3654","340230012001",0.568268497330282,0.254690981236075,0.434537246049661,0.539282990083905,0.68,0,0,0
"3655","340230012002",0.955182072829132,1,0.706013363028953,0.186274509803922,0.64,0,0,0
"3656","340230012003",1,0.377050491798033,0.568982880161128,0.401651651651652,0.6,0,0,0
"3657","340230012004",0.887201735357918,0.317830728677085,0.490349819059107,0.59175704989154,0.64,0,0,0
"3658","340230013001",0.993846153846154,0.507725969096124,0.752941176470588,0.256410256410256,0.52,0,0,0
"3659","340230013002",0.971796140524493,0.487082051671793,0.865755627009646,0.268678871845621,0.64,0,0,1
"3660","340230013003",0.947495961227787,0.234767060931756,0.722100656455142,0.512116316639742,0.72,0,0,2
"3661","340230014091",1,0.708177167291331,0.623376623376623,0.656036446469248,0.44,0,0,0
"3662","340230014092",0.994090610636901,0.684329262682949,0.649493243243243,0.742613263296126,0.72,0,0,0
"3663","340230014093",0.95518453427065,0.68249727001092,0.678571428571429,0.796133567662566,0.6,0,0,0
"3664","340230014101",0.906758448060075,0.782080871676513,0.788333333333333,0.957446808510638,0.56,0,0,0
"3665","340230014102",0.948698017877963,0.248499006003976,0.556108347153123,0.797512631169841,0.48,0,0,0
"3666","340230014111",0.885,0.607997568009728,0.668485675306958,0.868,0.52,0,0,0
"3667","340230014112",0.982358402971216,0.640213439146243,0.668918918918919,0.813370473537604,0.48,0,0,0
"3668","340230014113",0.957431457431457,0.925412298350807,0.640342530922931,0.931457431457431,0.56,0,0,0
"3669","340230014121",1,0.804780780876877,0.864912280701754,0.86768726079825,0.56,0,0,0
"3670","340230014122",0.990241397021058,0.65562137751449,0.680216802168022,0.660749506903353,0.48,0,0,0
"3671","340230014131",0.969269703543022,0.346666613333547,0.624225739848589,0.894432393347795,0.52,0,0,0
"3672","340230014132",0.971523178807947,0.580353678585286,0.829338446788111,0.847682119205298,0.4,0,0,0
"3673","340230014133",0.894218942189422,0.991920032319871,0.768581081081081,0.816184971098266,0.56,0,0,0
"3674","340230014141",1,0.495874016503934,0.807619047619048,0.985907859078591,0.52,0,0,0
"3675","340230014142",1,0.60374958500166,0.828025477707006,0.821583986074848,0.6,0,0,0
"3676","340230014143",0.975097276264591,0.870248519005924,0.712066905615293,0.843579766536965,0.6,0,0,0
"3677","340230014144",1,0.610905556377774,0.758620689655172,0.768880208333333,0.56,0,0,0
"3678","340230014151",0.974107142857143,0.931476274094904,0.685714285714286,0.690178571428571,0.6,0,0,0
"3679","340230014152",1,0.716941132235471,0.746770025839793,0.679775280898876,0.48,0,0,0
"3680","340230014153",0.993677555321391,0.807688769244923,0.723947550034507,0.626448893572181,0.4,0,0,0
"3681","340230014154",0.984095427435388,0.889440442238231,0.705146036161335,0.443339960238569,0.48,0,0,0
"3682","340230014155",1,0.856996572013712,0.763218390804598,0.75,0.52,0,0,0
"3683","340230014171",1,1,0.813842482100239,0.742489270386266,0.68,0,0,0
"3684","340230014172",0.991484184914842,0.70499718001128,0.72397476340694,0.684883720930233,0.68,0,0,0
"3685","340230014181",0.795315682281059,0.650589397642409,0.669740150880134,1,0.64,0,0,0
"3686","340230014182",0.91140642303433,0.287058851764593,0.565789473684211,1,0.8,0,0,0
"3687","340230014183",1,0.508225967096132,0.627631578947368,0.840796019900497,0.72,0,0,0
"3688","340230014184",0.975397973950796,0.44437422250311,0.573221757322176,0.589001447178003,0.68,0,0,0
"3689","340230014191",1,NA,0,0,0.6,0,0,0
"3690","340230014192",0.969046114971573,0.398198407206371,0.686256362795002,0.829437776373973,0.76,0,0,0
"3691","340230015021",0.844050258684405,0.34499862000552,0.154878048780488,0.926007326007326,0.76,0,0,0
"3692","340230015022",0.950934579439252,0.387134451462194,0.418918918918919,0.790303738317757,0.72,0,0,0
"3693","340230015023",0.986680327868853,0.523177907288371,0.584239130434783,0.5,0.68,0,0,0
"3694","340230015024",0.96164139161463,0.56499774000904,0.703732503888025,0.0825156110615522,0.68,0,0,0
"3695","340230015041",1,0.905292378830485,0.813953488372093,0.810773480662983,0.64,0,0,0
"3696","340230015042",0.901277584204414,0.370794516821933,0.277616279069767,0.957026713124274,0.64,0,0,0
"3697","340230015043",1,0.486462054151783,0.751918158567775,1,0.6,0,0,0
"3698","340230015044",0.989247311827957,0.588485646057416,0.76355748373102,0.746543778801843,0.68,0,0,0
"3699","340230015045",0.817244611059044,0.292726829092684,0.656695156695157,0.781630740393627,0.76,0,0,0
"3700","340230015051",0.982926829268293,0.541921832312671,0.751565762004175,0.937073170731707,0.64,0,0,0
"3701","340230015061",0.927816901408451,0.521361914552342,0.646067415730337,0.897456600726686,0.64,0,0,0
"3702","340230015062",0.937531234382809,0.611353554585782,0.322881355932203,0.835582208895552,0.72,0,0,0
"3703","340230015063",0.981765134938001,0.412938348246607,0.732323232323232,0.908629441624365,0.72,0,0,0
"3704","340230016001",0.922912205567452,0.45499818000728,0.354359925788497,0.582441113490364,0.68,0,0,0
"3705","340230016002",0.954022988505747,0.495906016375935,0.328671328671329,0.723499361430396,0.6,0,0,0
"3706","340230016003",0.897679324894515,0.44499822000712,0.37468982630273,0.232067510548523,0.64,0,0,0
"3707","340230016004",0.806673209028459,0.26749893000428,0.207970112079701,0.701668302257115,0.72,0,0,0
"3708","340230016005",0.798290598290598,NA,0.359832635983264,0.68034188034188,0.68,0,0,0
"3709","340230017011",0.901277584204414,0.616665533337867,0.580065359477124,0.64924506387921,0.68,0,0,0
"3710","340230017012",0.986215538847118,0.378526485894056,0.405309734513274,0.293233082706767,0.68,0,0,0
"3711","340230017013",1,0.392870428518286,0.414617940199336,0.541726965750121,0.56,0,0,0
"3712","340230017014",0.90020366598778,0.515829936680253,0.279456193353474,0.604378818737271,0.6,0,0,0
"3713","340230017021",0.878581173260573,0.360554557781769,0.318260869565217,0.511596180081855,0.64,0,0,0
"3714","340230017022",0.968536969061353,0.402186391254435,0.367071524966262,0.550078657577347,0.68,0,0,0
"3715","340230017023",0.970949720670391,0.560461758152967,0.358391608391608,0.598882681564246,0.68,0,0,0
"3716","340230018031",0.940191387559809,0.419202323190707,0.435401831129196,0.366028708133971,0.72,0,0,0
"3717","340230018032",1,0.387166451334195,0.264347826086957,0.511627906976744,0.72,0,0,0
"3718","340230018033",0.962449451184286,0.469498122007512,0.394599303135888,0.616984402079723,0.88,0,0,0
"3719","340230018041",0.821580288870008,0.201499194003224,0.232346241457859,0.561597281223449,0.68,0,0,0
"3720","340230018042",0.991917707567965,0.401954392182431,0.316455696202532,0.361498897869214,0.76,0,0,0
"3721","340230018043",0.930685920577617,0.314022743909024,0.319532908704883,0.63826714801444,0.72,0,0,0
"3722","340230018051",0.986772486772487,0.421470314118744,0.650485436893204,0.83968253968254,0.72,0,0,0
"3723","340230018052",0.897666068222621,0.727017091931632,0.559821428571429,0.757031717534411,0.8,0,0,0
"3724","340230018053",1,0.386598453606186,0.42671009771987,0.712757201646091,0.84,0,0,0
"3725","340230018054",0.907840440165062,0.671513313946744,0.543689320388349,0.701513067400275,0.72,0,0,0
"3726","340230018061",0.910811947833403,0.255362978548086,0.496724240619416,0.822885990744636,0.64,0,0,0
"3727","340230018062",NA,NA,NA,NA,0.72,0,0,0
"3728","340230018063",1,0.70499718001128,0.974151857835218,0.99232245681382,0.64,0,0,0
"3729","340230018064",1,NA,0.730769230769231,1,0.76,0,0,0
"3730","340230018065",NA,NA,NA,NA,0.76,0,0,0
"3731","340230018066",NA,NA,NA,NA,0.76,0,0,0
"3732","340230018067",1,NA,0.288888888888889,0,0.76,0,0,0
"3733","340230019011",0.949063231850117,0.375786496854013,0.552715654952077,0.739522546419098,0.72,0,0,0
"3734","340230019012",1,0.671173315306739,0.508407517309594,0.648580441640379,0.68,0,0,0
"3735","340230019013",0.813842482100239,0.227883088467646,0.40843023255814,0.726072607260726,0.76,0,0,0
"3736","340230019021",0.940298507462687,0.401666393334427,0.324853228962818,0.30393487109905,0.84,0,0,0
"3737","340230019022",1,0.379542481830073,0.288848263254113,0.483236994219653,0.88,0,0,0
"3738","340230019023",0.980494148244473,0.256922972308111,0.417562724014337,0.618556701030928,0.76,0,0,0
"3739","340230019031",0.949693251533742,0.431666273334907,0.416541353383459,0.30920245398773,0.72,0,0,0
"3740","340230019032",0.874483897605285,0.2937708249167,0.389810426540284,0.755573905862923,0.68,0,0,0
"3741","340230019033",0.973725696269049,0.308198767204931,0.358832807570978,0.590646347871781,0.8,0,0,0
"3742","340230020001",0.967557251908397,0.64499742001032,0.65847140566542,0.522900763358779,0.8,0,0,0
"3743","340230020002",1,0.456110175559298,0.59245960502693,0.406827880512091,0.68,0,0,0
"3744","340230020003",0.975920679886686,0.752688989244043,0.551411290322581,0.491501416430595,0.76,0,0,0
"3745","340230021011",1,0.906496374014504,0.786296900489396,0.32,0.68,0,0,0
"3746","340230021012",1,1,0.804661487236404,0.209785025945145,0.6,0,0,0
"3747","340230021021",0.981546572934974,0.591109635561458,0.766042780748663,0.381370826010545,0.6,0,0,0
"3748","340230021022",0.987915407854985,0.808996764012944,0.763754045307443,0.201409869083585,0.64,0,0,0
"3749","340230021023",0.976025572722429,0.519061923752305,0.606010016694491,0.452317527970165,0.76,0,0,0
"3750","340230022001",0.986172218730358,0.520421918312327,0.547445255474453,0.377749842866122,0.8,0,0,0
"3751","340230022002",1,0.700553197787209,0.509700176366843,0.330166270783848,0.8,0,0,0
"3752","340230022003",0.994223363286264,0.464498142007432,0.514134275618375,0.394094993581515,0.64,0,0,0
"3753","340230023011",0.989108910891089,0.61499754000984,0.379382889200561,0.305940594059406,0.68,0,0,0
"3754","340230023012",0.973863042341871,0.597601609593562,0.434447300771208,0.245687401986409,0.64,0,0,0
"3755","340230023021",0.996907216494845,0.671537313850745,0.508396946564886,0.532474226804124,0.68,0,0,0
"3756","340230023022",0.980910425844347,0.471426114295543,0.548563611491108,0.187958883994126,0.6,0,0,0
"3757","340230024011",0.977630488815244,0.308946764212943,0.352908587257618,0.425020712510356,0.68,0,0,0
"3758","340230024012",0.937012987012987,0.43810224759101,0.455502392344498,0.444805194805195,0.68,0,0,0
"3759","340230024013",0.978165938864629,0.46562213751145,0.534391534391534,0.506550218340611,0.72,0,0,0
"3760","340230024014",0.892355694227769,0.51187395250419,0.361788617886179,0.143525741029641,0.84,0,0,2
"3761","340230024015",0.985454545454545,0.64499742001032,0.514372163388805,0.24969696969697,0.64,0,0,1
"3762","340230024021",0.996075866579464,0.531329874680501,0.489991296779809,0.593198168737737,0.8,0,0,2
"3763","340230025001",0.979699911738747,0.572829708681165,0.448160535117057,0.620476610767873,0.72,0,0,0
"3764","340230025002",0.947449768160742,0.404406382374471,0.571736785329018,0.953632148377125,0.76,0,0,0
"3765","340230025003",0.968558282208589,0.700765196939212,0.575925925925926,0.820552147239264,0.76,0,0,0
"3766","340230025004",0.876318312559923,0.289230843076628,0.387332521315469,0.688398849472675,0.68,0,0,0
"3767","340230025005",0.977885279889426,0.355070579717681,0.601086956521739,0.889426399447132,0.68,0,0,0
"3768","340230026031",0.989337641357028,0.621797512809949,0.686573670444638,0.832310177705977,0.72,0,0,0
"3769","340230026032",0.971022416621104,0.307946768212927,0.573352232459249,0.856205576817933,0.76,0,0,0
"3770","340230026041",0.918367346938776,0.523669905320379,0.419437340153453,0.297719087635054,0.72,0,0,0
"3771","340230026042",0.961818181818182,0.302690789236843,0.155363748458693,0.818181818181818,0.8,0,0,0
"3772","340230026043",1,0.572149711401154,0.266753415744958,0.627353815659068,0.76,0,0,0
"3773","340230026044",0.951167728237792,NA,0.32156862745098,0.701698513800425,0.6,0,0,0
"3774","340230026045",1,0.890104439582242,0.459239130434783,0.249560632688928,0.72,0,0,0
"3775","340230026046",0.980848153214774,0.611141555433778,0.523992322456814,0.674418604651163,0.6,0,0,0
"3776","340230026051",0.942633637548892,0.41499834000664,0.307155322862129,0.445893089960887,0.72,0,0,0
"3777","340230026052",0.985334057577404,0.426090295638817,0.371538956857695,0.430200977729495,0.92,0,0,3
"3778","340230027011",0.906295050456511,0.333178667285331,0.517518248175182,0.906775588659298,0.88,3,3,5
"3779","340230027012",0.877148634984833,NA,0.219494047619048,0.664307381193124,0.92,0,0,3
"3780","340230027013",0.939309056956116,0.332154671381314,0.231738035264484,0.443510737628385,0.88,0,0,0
"3781","340230027031",0.975039001560062,0.49749801000796,0.171597633136095,0.675507020280811,0.88,0,0,3
"3782","340230027032",1,0.394406422374311,0.0794701986754967,0.335443037974684,0.88,0,0,0
"3783","340230027033",0.948964123294593,0.298330806676773,0.417218543046358,0.713491662455786,0.88,0,0,0
"3784","340230027034",0.970023980815348,0.393686425254299,0.376058041112455,0.631494804156675,0.84,0,0,0
"3785","340230027035",1,0.484626061495754,0.364,0.398970398970399,0.76,0,0,0
