"","GEOID","insur_rate","medn_incm","educ_rate","PoC","EJStress","BrwnFl_500","BrwnFl_250","BrwnFl_1k"
"1831","340110304011",0.905711695376247,0.229451082195671,0.260869565217391,0.477787851314597,0.88,5,4,12
"1832","340110304012",0.949101796407186,0.0779716881132475,0.0254237288135593,0.643712574850299,0.72,2,2,6
"1833","340110304013",0.988259668508287,0.570405718377127,0.322314049586777,0.155386740331492,0.64,0,0,4
"1834","340110304021",0.9796875,0.151079395682417,0.210416666666667,0.600303951367781,0.8,7,3,10
"1835","340110304022",1,0.510385958456166,0.262618873445501,0.112296983758701,0.44,1,0,3
"1836","340110304023",0.970334928229665,0.302670789316843,0.384703196347032,0.381756756756757,0.76,6,4,11
"1837","340110305011",0.977245508982036,0.253518985924056,0.224852071005917,0.0389221556886228,0.52,0,0,0
"1838","340110305012",1,0.395438418246327,0.182281059063136,0.14218958611482,0.36,0,0,0
"1839","340110305013",1,0.40064239743041,0.185538881309686,0.079336620349619,0.6,0,0,2
"1840","340110305014",1,0.520973916104336,0.18203125,0.100806451612903,0.4,0,0,0
"1841","340110305021",0.895784543325527,0.244179023283907,0.18167580266249,0.415690866510539,0.76,6,5,6
"1842","340110305022",0.913543228385807,0.26749893000428,0.188880426504189,0.527736131934033,0.8,4,3,5
"1843","340110403001",0.943648519579752,0.293178827284691,0.361151079136691,0.667621776504298,0.56,0,0,2
"1844","340110403002",0.921761998685076,0.233635065459738,0.0801762114537445,0.815253122945431,0.56,1,1,7
"1845","340110403003",0.985041136873598,0.268386926452294,0.109375,0.768137621540763,0.6,1,1,8
"1846","340110404001",0.98300283286119,0.38627045491818,0.242761692650334,0.313725490196078,0.6,0,0,1
"1847","340110404002",1,0.323598705605178,0.217616580310881,0.619957537154989,0.68,2,2,9
"1848","340110404003",0.925339366515837,0.185343258626965,0.0961538461538462,0.73191899710704,0.72,2,1,14
"1849","340110404004",0.948667324777888,0.335182659269363,0.338568935427574,0.535044422507404,0.72,5,2,13
"1850","340110405001",0.799085365853659,0.154423382306471,0.035665914221219,0.961280487804878,0.72,7,7,16
"1851","340110405002",0.977917981072555,0.382070471718113,0.241871530531324,0.753312302839117,0.76,7,6,8
"1852","340110405003",0.97126969416126,0.163331346674613,0.144662921348315,0.714550509731233,0.8,6,5,16
"1853","340110406011",1,0.41499834000664,0.338308457711443,0.344482891195694,0.6,1,0,1
"1854","340110406012",0.950857142857143,0.207691169235323,0.390057361376673,0.701714285714286,0.72,0,0,3
"1855","340110406021",0.959381044487427,0.169871320514718,0.110414052697616,0.674910071942446,0.64,0,0,9
"1856","340110406022",0.883628066172276,0.234887060451758,0.181908548707753,0.861380490587564,0.76,6,6,13
"1857","340110407011",0.980957876514714,0.303222787108852,0.428949691085613,0.459896133871898,0.6,0,0,1
"1858","340110407012",0.806581352833638,0.22312310750757,0.236076885165106,0.636269786648314,0.8,2,2,2
"1859","340110407021",0.899159663865546,0.239167043331827,0.15,0.469887955182073,0.68,1,1,1
"1860","340110407022",0.942512077294686,0.374998500006,0.319078947368421,0.286412078152753,0.64,0,0,1
"1861","340110408001",0.884992987377279,0.442774228903084,0.449561403508772,0.389901823281907,0.68,1,1,2
"1862","340110408002",0.971622455274522,0.370830516677933,0.361524163568773,0.497859327217125,0.56,1,1,1
"1863","340110408003",0.975609756097561,0.415998336006656,0.443478260869565,0.225055432372506,0.36,0,0,0
"1864","340110408004",0.928929384965831,0.437270250918996,0.601865136298422,0.475170842824601,0.52,1,1,1
"1865","340110409011",0.847222222222222,0.303522785908856,0.180914512922465,0.430555555555556,0.64,4,3,5
"1866","340110409012",0.93329747175901,0.217587129651481,0.0834035383319292,0.664335664335664,0.8,5,4,9
"1867","340110409021",0.694277108433735,0.178479286082856,0.18941504178273,0.576807228915663,0.64,0,0,0
"1868","340110409022",0.965831435079727,0.307574769700921,0.24453781512605,0.387813211845102,0.76,2,1,4
"1869","340110409023",0.988277727682597,0.22749909000364,0.0608365019011407,0.467989179440938,0.84,3,3,5
"1870","340110409024",0.857142857142857,NA,0.0382513661202186,0.592800899887514,0.6,3,3,4
"1871","340110409025",0.988106129917658,0.288590845636617,0.192255434782609,0.66971637694419,0.72,3,2,4
"1872","340110410011",0.980235492010093,0.426666293334827,0.392742796157951,0.313288477712363,0.24,0,0,1
"1873","340110410012",0.99664570230608,0.292366830532678,0.304714989444054,0.361425576519916,0.56,0,0,0
"1874","340110410021",0.953321364452424,0.37249851000596,0.184834123222749,0.198384201077199,0.76,1,1,3
"1875","340110410022",0.837253960633701,0.422966308134767,0.108240223463687,0.558809409505521,0.8,1,1,3
"1876","340110411011",0.868324125230203,NA,0.0340632603406326,1,0.68,8,2,13
"1877","340110411012",0.819205298013245,NA,0.0887096774193548,0.896026490066225,0.84,14,11,20
"1878","340110411021",0.826008645533141,0.253482986068056,0.19290465631929,0.962536023054755,0.76,13,8,20
"1879","340110411022",0.969117647058824,0.165587337650649,0.00133689839572193,0.929411764705882,0.8,12,9,14
"1880","340130001001",0.924740124740125,0.286326854692581,0.109112709832134,0.906029106029106,0.8,0,0,5
"1881","340130001002",0.93099173553719,0.156283374866501,0.300679501698754,0.889669421487603,0.76,2,1,3
"1882","340130001003",0.791547687035979,NA,0.200589970501475,0.961736150770988,0.72,1,0,4
"1883","340130002001",0.827004219409283,0.189331242675029,0.0909090909090909,0.848360655737705,0.76,5,3,7
"1884","340130002002",0.764400921658986,0.251974992100032,0.0963172804532578,1,0.76,3,2,5
"1885","340130003001",0.844736842105263,0.261522953908184,0.0704225352112676,1,0.72,3,2,5
"1886","340130003002",0.951469902006533,0.0672917308330767,0.16722972972973,0.909939337377508,0.72,1,1,2
"1887","340130004001",0.857322702475871,0.205795176819293,0.106487148102815,0.912295425933697,0.72,2,1,4
"1888","340130005001",0.915642915642916,NA,0.138255033557047,0.956592956592957,0.76,3,2,4
"1889","340130005002",0.651987110633727,0.19439922240311,0,0.834586466165414,0.72,2,1,6
"1890","340130006001",0.793770139634801,0.202259190963236,0.182207931404073,0.825635517364841,0.68,3,0,6
"1891","340130006002",0.867353951890034,0.113515545937816,0.101477832512315,0.947079037800687,0.68,1,1,6
"1892","340130007001",0.87779433681073,0.277538889844441,0.233097880928355,0.940884252359662,0.68,2,1,8
"1893","340130007002",0.916044776119403,0.158551365794537,0.0387965162311956,0.951026119402985,0.68,4,2,10
"1894","340130007003",0.811023622047244,0.126523493906024,0.142857142857143,1,0.8,1,1,7
"1895","340130007004",0.824512534818941,0.25377098491606,0.0686835650040883,0.967966573816156,0.72,6,2,10
"1896","340130008001",0.716160787530763,0.302186791252835,0.0708800945067927,0.971287940935193,0.76,4,2,6
"1897","340130008002",0.718541996830428,0.238795044819821,0.0662220104811815,0.924247226624406,0.72,1,1,8
"1898","340130009001",0.892857142857143,0.0604437582249671,0.0991831971995333,0.918650793650794,0.64,3,0,12
"1899","340130009002",0.839028094153379,0.29499882000472,0.251173708920188,1,0.68,0,0,13
"1900","340130009003",0.876443418013857,NA,0.103668261562998,0.814087759815243,0.72,2,0,11
"1901","340130010001",0.949122807017544,0.0809596761612954,0.0595238095238095,0.937719298245614,0.68,9,6,15
"1902","340130010002",0.867012089810017,0.201315194739221,0.0863350485991995,0.96182357301705,0.76,7,6,14
"1903","340130011001",0.986190476190476,0.40437438250247,0.222972972972973,0.621428571428571,0.72,9,6,17
"1904","340130011002",0.948033707865168,0.374186503253987,0.339702760084926,0.908005617977528,0.76,6,4,15
"1905","340130013001",0.79569399908383,0.137107451570194,0.211892797319933,0.909299129638113,0.64,7,2,18
"1906","340130014001",0.880909634949132,0.238911044355823,0.175751879699248,0.975463794135248,0.56,4,0,19
"1907","340130014002",0.962752525252525,0.242811028755885,0.134651600753296,0.962121212121212,0.64,5,2,18
"1908","340130015001",0.963307240704501,0.138275446898212,0.0964247020585049,0.990749756572541,0.76,6,3,17
"1909","340130016001",0.93350221659278,0.188023247907008,0.246885617214043,0.993033565547815,0.76,6,1,11
"1910","340130016002",0.695804195804196,0.0852156591373635,0.0615384615384615,0.917832167832168,0.76,7,4,10
"1911","340130017001",0.804587155963303,0.168479326082696,0.0297297297297297,1,0.76,5,4,10
"1912","340130017002",0.892005610098177,0.16314734741061,0.109717868338558,1,0.72,5,3,12
"1913","340130018001",1,0.209783160867357,0.0632911392405063,1,0.64,7,3,17
"1914","340130018002",0.920714285714286,0.312102751588994,0.26,1,0.72,8,3,13
"1915","340130019001",0.813492063492063,0.258398966404134,0.172413793103448,0.807539682539683,0.68,2,1,12
"1916","340130019002",0.958311888831704,0.101311594753621,0.0762886597938144,0.982501286670098,0.72,3,2,7
"1917","340130020001",0.822804314329738,NA,0.139689578713969,1,0.68,3,2,7
"1918","340130020002",0.959070237493684,0.0813236747053012,0.100819155639572,0.970692268822638,0.72,3,2,7
"1919","340130020003",0.941460794844253,0.142915428338287,0.105820105820106,1,0.64,2,0,4
"1920","340130021001",0.913769123783032,0.142563429746281,0.0340681362725451,0.96105702364395,0.72,5,3,8
"1921","340130021002",0.919444444444444,0.191667233331067,0.161290322580645,0.963888888888889,0.64,4,0,7
"1922","340130021003",0.63302752293578,NA,0.287719298245614,0.986748216106014,0.64,4,1,7
"1923","340130021004",0.992084432717678,0.272258910964356,0.165384615384615,1,0.68,3,2,7
"1924","340130022021",0.978506787330317,0.312410750356999,0.18361153262519,1,0.68,2,1,6
"1925","340130022022",0.851633986928105,0.260298958804165,0.0757062146892655,1,0.6,1,1,3
"1926","340130022023",0.905598958333333,0.30499878000488,0.196444444444444,0.994791666666667,0.68,1,1,4
"1927","340130022031",0.851868663943108,0.162675349298603,0.20247127682636,0.940535633227417,0.64,0,0,1
"1928","340130022032",NA,NA,NA,NA,0.48,0,0,1
"1929","340130022041",0.950920245398773,0.386134455462178,0.426666666666667,0.966257668711656,0.6,1,0,6
"1930","340130022042",0.856991525423729,0.311910752356991,0.380645161290323,0.977754237288136,0.64,1,0,1
"1931","340130022043",NA,NA,NA,NA,0.48,0,0,1
"1932","340130023001",0.967549103330487,0.600869596521614,0.0400866738894908,1,0.6,7,2,8
"1933","340130023002",0.835839598997494,0.315934736261055,0.171220400728597,1,0.68,3,3,8
"1934","340130023003",0.918435289221806,0.262710949156203,0.188106796116505,0.976695796920516,0.68,4,4,7
"1935","340130023004",0.887378640776699,NA,0.180806675938804,1,0.68,4,1,6
"1936","340130024001",0.862508858965273,0.193907224371103,0.16551724137931,0.995747696669029,0.68,6,4,8
"1937","340130024002",0.973233404710921,0.242675029299883,0.216494845360825,0.98580121703854,0.68,3,2,8
"1938","340130024003",0.958452722063037,0.146347414610342,0.243312101910828,0.994985673352435,0.72,5,5,9
"1939","340130025001",0.878676470588235,NA,0.0942698706099815,0.966911764705882,0.64,2,1,4
"1940","340130025002",0.777412280701754,NA,0.189695550351288,1,0.72,2,1,8
"1941","340130025003",0.914157591287636,0.347690609237563,0.102196752626552,1,0.64,5,2,7
"1942","340130026001",0.863433312061264,0.121783512865949,0.0611854684512428,0.989789406509253,0.76,8,2,12
"1943","340130028001",0.816582914572864,0.246059015763937,0.284820031298905,1,0.64,10,9,16
"1944","340130031001",0.899616017553483,0.119563521745913,0.0432972522897585,0.99671772428884,0.72,6,2,19
"1945","340130035001",0.818013571869217,0.172271310914756,0.261842105263158,1,0.6,6,1,10
"1946","340130035002",0.951863354037267,NA,0.248933143669986,0.991459627329193,0.6,3,2,11
"1947","340130037001",0.934188034188034,0.116819532721869,0.171548117154812,0.983760683760684,0.76,9,2,17
"1948","340130037002",0.865004299226139,0.221163115347539,0.374167776298269,0.969905417024935,0.64,3,2,11
"1949","340130038001",0.843155031731641,0.138415446338215,0.208715596330275,0.988213961922031,0.72,8,3,19
"1950","340130038002",0.88133764832794,NA,0.319415448851775,0.993527508090615,0.68,12,4,18
"1951","340130039001",0.988399071925754,0.110715557137771,0.0852017937219731,1,0.76,5,3,24
"1952","340130039002",0.97714907508161,0.103271586913652,0.0638297872340425,1,0.68,4,3,14
"1953","340130041001",0.884318766066838,0.293298826804693,0.213062098501071,1,0.68,4,1,14
"1954","340130041002",0.965842167255595,0.0441798232807069,0.0795180722891566,1,0.64,1,1,14
"1955","340130041003",0.742605915267786,0.147391410434358,0.0954128440366973,0.989608313349321,0.64,2,0,9
"1956","340130042001",0.920990566037736,0.149655401378394,0.178477690288714,0.97936320754717,0.64,2,1,7
"1957","340130042002",0.923485653560043,0.177319290722837,0.329639889196676,1,0.68,1,1,6
"1958","340130043001",0.893333333333333,0.188683245267019,0.178517397881997,0.96,0.68,2,1,3
"1959","340130043002",0.924821002386635,0.224499102003592,0.188845401174168,1,0.8,2,0,2
"1960","340130044001",0.803439803439803,0.132571469714121,0.0920810313075506,0.97051597051597,0.68,1,1,4
"1961","340130044002",0.906084656084656,0.234075063699745,0.129310344827586,1,0.72,1,1,3
"1962","340130045001",0.901303538175047,0.125399498402006,0.106986899563319,1,0.72,0,0,2
"1963","340130045002",1,0.300882796468814,0.235602094240838,1,0.68,0,0,0
"1964","340130045003",0.862461220268873,NA,0.157119476268412,1,0.72,0,0,0
"1965","340130045004",0.870588235294118,NA,0.0595947556615018,0.992647058823529,0.8,0,0,1
"1966","340130046001",0.68234007654456,0.145927416290335,0.284199363732768,0.968288682340077,0.72,2,1,5
"1967","340130046002",1,NA,0.433155080213904,0.950146627565982,0.64,0,0,1
"1968","340130046003",0.912550607287449,0.128043487826049,0.070828331332533,1,0.64,2,0,2
"1969","340130047001",0.935601458080194,0.38999844000624,0.417177914110429,0.942891859052248,0.76,1,1,4
"1970","340130047002",0.860418743768694,0.24627501489994,0.196759259259259,0.989032901296112,0.76,1,0,1
"1971","340130047003",0.804721030042919,NA,0.498432601880878,1,0.76,0,0,1
"1972","340130047004",0.818785578747628,0.276170895316419,0.116959064327485,1,0.76,0,0,1
"1973","340130047005",0.919941775836972,0.22436310254759,0.28515625,1,0.72,1,1,2
"1974","340130048011",0.938248847926267,0.210919156323375,0.087667161961367,1,0.84,5,0,11
"1975","340130048012",0.957281553398058,0.260830956676173,0.131964809384164,1,0.72,6,0,13
"1976","340130048021",0.953893442622951,NA,0.00676923076923077,0.952215032354405,0.84,12,9,23
"1977","340130048022",1,NA,0.0930851063829787,0.964757709251101,0.84,6,3,11
"1978","340130048023",0.934640522875817,0.0632077471690113,0.0534069981583794,0.960130718954248,0.92,6,3,7
"1979","340130049001",0.79875,NA,0.23109243697479,0.975,0.72,1,1,10
"1980","340130049002",0.889464594127807,0.107143571425714,0.323045267489712,1,0.68,1,1,9
"1981","340130049003",0.802229413879899,0.211315154739381,0.136394790952707,0.988493347716649,0.68,2,1,9
"1982","340130050001",0.864760432766615,0.205067179731281,0.285714285714286,0.999227202472952,0.84,9,6,18
"1983","340130050002",0.758454106280193,0.200191199235203,0.226618705035971,0.896135265700483,0.84,11,7,18
"1984","340130051001",0.827906976744186,0.209091163635345,0.114186851211073,1,0.72,6,3,10
"1985","340130051002",0.957547169811321,0.168939324242703,0.0902857142857143,1,0.72,4,1,8
"1986","340130051003",0.866590649942988,0.406446374214503,0.230645161290323,1,0.76,5,0,11
"1987","340130052001",0.820607175712971,0.149667401330395,0.137931034482759,1,0.68,2,0,4
"1988","340130052002",0.918395573997234,NA,0.104761904761905,1,0.72,1,1,5
"1989","340130053001",0.957837837837838,0.250330998676005,0.1168,1,0.64,1,1,9
"1990","340130053002",0.853059581320451,0.181175275298899,0.135627530364372,0.991545893719807,0.68,3,1,12
"1991","340130054001",0.927387529597474,0.0502317990728037,0.0410474168435952,0.99171270718232,0.68,9,2,14
"1992","340130054002",0.806343906510851,0.140103439586242,0.189500640204866,1,0.76,8,3,14
"1993","340130057001",0.809500727096461,0.128895484418062,0.184532924961715,0.916626272418808,0.96,21,9,45
"1994","340130057002",0.66031746031746,0.263946944212223,0.215419501133787,0.73015873015873,0.84,5,4,24
"1995","340130062001",0.876506024096386,0.130203479186083,0.0968858131487889,0.928714859437751,0.76,6,3,13
"1996","340130062002",0.875151515151515,0.108887564449742,0.166969147005445,0.953939393939394,0.76,6,3,13
"1997","340130064001",0.814020028612303,0.194723221107116,0.630455868089234,0.955650929899857,0.72,6,1,17
"1998","340130066001",0.839799749687109,0.153571385714457,0.306086956521739,0.985294117647059,0.72,5,3,15
"1999","340130066002",0.81591263650546,0.279182883268467,0.240161453077699,1,0.8,5,2,15
"2000","340130067001",0.944444444444444,0.0701957192171231,0.0211320754716981,0.9581589958159,0.88,9,3,27
"2001","340130067002",0.922937989163155,0.154751380994476,0.0776371308016878,0.970691676436108,0.88,9,3,29
"2002","340130067003",0.813492063492063,0.381518473926104,0.613300492610837,0.886904761904762,0.88,8,4,28
"2003","340130068001",0.611131588647254,0.215347138611446,0.29601226993865,0.706966457795798,0.88,20,12,30
"2004","340130068002",0.887399463806971,0.378250486998052,0.198821796759941,0.649687220732797,0.96,24,19,35
"2005","340130068003",0.562443845462713,0.304310782756869,0.0347721822541966,0.747978436657682,0.92,22,13,31
"2006","340130069001",0.500745156482861,0.209311162755349,0.122369878183832,0.710134128166915,0.92,13,6,32
"2007","340130069002",0.61190019193858,0.255994976020096,0.0345032718619869,0.641074856046065,0.84,14,9,29
"2008","340130070001",0.518709234466186,0.157651369394522,0.191089108910891,0.844490216271885,0.84,6,1,22
"2009","340130070002",0.345588235294118,0.2062511749953,0.13475935828877,0.777573529411765,0.92,6,4,25
"2010","340130071001",0.545786061588331,0.239723041107836,0.173752310536044,0.696920583468395,0.8,2,0,17
"2011","340130071002",0.669117647058823,0.260998956004176,0.154113557358053,0.759803921568627,0.88,9,2,24
"2012","340130071003",0.606007067137809,0.19187523249907,0.153846153846154,0.5,0.8,2,0,14
"2013","340130072001",0.580280172413793,0.287586849652601,0.0848389630793401,0.589439655172414,0.8,0,0,16
"2014","340130072002",0.637775551102204,0.178403286386854,0.202127659574468,0.768036072144289,0.88,5,1,14
"2015","340130073001",0.475225225225225,0.15064339742641,0.0785123966942149,0.701951951951952,0.8,3,1,20
"2016","340130073002",0.627740135512156,0.188331246675013,0.135460565924142,0.494619370267039,0.92,3,1,19
"2017","340130073003",0.779393173198483,0.229339082643669,0.411875589066918,0.68078381795196,0.8,2,0,12
"2018","340130074001",NA,NA,0.0267358339984038,0.910910264686895,0.84,19,19,37
"2019","340130074002",0.633382570162482,0.243907024371903,0.163628279235216,0.633087149187592,0.96,17,5,30
"2020","340130075011",0.49527665317139,0.14310742757029,0.00866551126516464,0.762483130904184,0.8,4,2,18
"2021","340130075012",0.947107438016529,0.13249947000212,0,0.958677685950413,0.96,20,15,32
"2022","340130075013",0.532825880114177,0.158571365714537,0.239234449760766,0.779257849666984,0.88,12,9,22
"2023","340130075014",0.695215311004785,0.113875544497822,0.0759702725020644,0.957416267942584,0.84,5,1,23
"2024","340130075021",0.592399403874814,0.295830816676733,0.135944700460829,0.852459016393443,0.96,21,18,30
"2025","340130075022",0.582896329164986,0.177795288818845,0.108387096774194,0.82089552238806,0.92,14,4,25
"2026","340130076001",0.55120946989192,0.201615193539226,0.163083765752409,0.714359238291302,0.76,3,1,10
"2027","340130076002",0.535751840168244,0.224243103027588,0.101930501930502,0.655625657202944,0.76,4,2,9
"2028","340130077001",0.521897810218978,0.215919136323455,0.146994931209269,0.800182481751825,0.84,3,0,16
"2029","340130077002",0.70703933747412,0.241763032947868,0.245363766048502,0.762939958592132,0.8,6,1,16
"2030","340130078001",0.622998544395924,0.172059311762753,0.0643699002719855,0.839883551673945,0.92,7,6,24
"2031","340130078002",0.407423392317652,0.198311206755173,0.191321499013807,0.661676646706587,0.88,8,4,24
"2032","340130079001",0.499719258843346,0.228267086931652,0.13758389261745,0.776530039303762,0.92,5,4,13
"2033","340130079002",0.427401340282949,0.198583205667177,0.174894217207334,0.941921072226359,0.76,6,2,13
"2034","340130079003",0.778,0.185099259602962,0.220168067226891,0.785333333333333,0.84,7,4,18
"2035","340130080001",0.979627989371125,0.317238731045076,0.747747747747748,0.488042515500443,0.84,8,2,19
"2036","340130080002",0.874694376528117,0.215331138675445,0.273201251303441,0.807457212713936,0.92,8,7,31
"2037","340130081001",0.923440860215054,0.0714277142891428,0.291778613648576,0.92,0.8,5,3,22
"2038","340130081002",0.859522487506941,0.196907212371151,0.290492957746479,0.943396226415094,0.84,7,5,31
"2039","340130082001",0.919109026963658,0.189723241107036,0.430903155603917,0.891671520093186,0.72,8,3,21
"2040","340130082002",0.970394736842105,0.0592997628009488,0.0847457627118644,1,0.72,4,2,14
"2041","340130087001",0.830474268415742,0.539633841464634,0.313698630136986,0.801210898082745,0.8,6,5,14
"2042","340130087002",0.966061562746646,0.265678937284251,0.27909887359199,0.883977900552486,0.72,4,1,13
"2043","340130087003",0.808917197452229,0.180543277826889,0.170926517571885,0.950781702374059,0.64,1,0,11
"2044","340130088001",0.832650273224044,0.271926912292351,0.284424379232506,1,0.64,5,1,13
"2045","340130088002",0.783094098883573,0.395678417286331,0.226158038147139,0.936204146730462,0.6,2,0,12
"2046","340130089001",0.695835086243164,0.215455138179447,0.149301143583227,0.925536390408077,0.64,2,0,14
"2047","340130090001",0.830877642536835,0.177755288978844,0.172779922779923,0.928891736066624,0.64,6,0,19
"2048","340130091001",0.901912702305051,0.179015283938864,0,0.959293771456596,0.72,3,3,8
"2049","340130091002",0.942082563154652,0.335998656005376,0.247582205029014,0.78373382624769,0.64,1,1,13
"2050","340130092001",0.935708079930495,NA,0.132616487455197,0.860544217687075,0.76,7,3,16
"2051","340130092002",0.972058823529412,NA,0.0212443095599393,0.92925430210325,0.72,3,1,16
"2052","340130092003",0.873835732430144,0.120587517649929,0.198931909212283,0.933954276037257,0.72,2,0,10
"2053","340130093001",0.702323717948718,0.178551285794857,0.109896432681243,0.969951923076923,0.76,10,2,14
"2054","340130093002",0.904312114989733,0.230227079091684,0.159974506054812,0.962628336755647,0.76,10,7,16
"2055","340130094001",0.983830845771144,NA,0.130494505494506,0.847014925373134,0.64,3,0,14
"2056","340130094002",0.87215411558669,0.201447194211223,0.0343992248062015,0.966374781085814,0.8,2,1,9
"2057","340130094003",0.850767085076709,0.197575209699161,0.15811606391926,0.738261273826127,0.72,3,1,13
"2058","340130095001",0.808893093661306,0.316018735925056,0.283246977547496,0.645222327341533,0.68,1,1,6
"2059","340130095002",0.962892119357307,0.234535061859753,0.100879765395894,0.930421909696521,0.68,2,2,15
"2060","340130095003",0.958677685950413,0.453382186471254,0.602683178534572,0.662428480610299,0.68,2,1,12
"2061","340130095004",0.908685064935065,0.253674985300059,0.120903131828114,0.876217532467532,0.64,1,1,14
"2062","340130096001",0.834593572778828,0.241111035555858,0.255900621118012,0.956521739130435,0.92,14,14,18
"2063","340130096002",0.835217391304348,0.196291214835141,0.333333333333333,0.899130434782609,0.8,3,2,8
"2064","340130096003",0.923256902199345,0.128851484594062,0.186953062848051,0.951801591015442,0.84,13,9,15
"2065","340130097001",0.914110429447853,0.191923232307071,0.0846394984326019,0.960889570552147,0.76,2,0,7
"2066","340130097002",0.624054462934947,0.205175179299283,0.0632911392405063,1,0.72,4,0,11
"2067","340130097003",0.781662269129288,0.257270970916116,0.163934426229508,1,0.72,3,1,13
"2068","340130099001",1,0.31562273750905,0.306451612903226,1,0.6,1,0,2
"2069","340130099002",0.975069252077562,0.163847344610622,0.0931558935361217,1,0.64,2,1,3
"2070","340130099003",0.880868955851437,0.277702889188443,0.0808170515097691,1,0.72,2,1,2
"2071","340130100001",0.921495327102804,0.595561617753529,0.229483282674772,0.939252336448598,0.6,1,0,2
"2072","340130100002",0.849230769230769,0.278966884132463,0.262081784386617,0.931496649292628,0.8,0,0,5
"2073","340130100003",0.920162381596752,NA,0.176684881602914,0.9851150202977,0.72,2,0,4
"2074","340130101001",0.947368421052632,0.255414978340087,0.206375838926175,0.984962406015038,0.68,0,0,1
"2075","340130101002",0.986559139784946,0.424078303686785,0.211663066954644,0.991935483870968,0.6,0,0,3
"2076","340130101003",0.967549103330487,0.28375086499654,0.26261319534282,1,0.72,0,0,2
"2077","340130102001",0.994208494208494,0.101443594225623,0.155374887082204,0.927091963545982,0.68,1,1,1
"2078","340130102002",0.94316163410302,NA,0.365217391304348,0.968028419182948,0.64,1,1,5
"2079","340130102003",0.910136592379583,0.17875128499486,0.132400430570506,1,0.68,2,1,6
"2080","340130102004",0.970027247956403,0.459410162359351,0.335056876938987,1,0.64,1,1,4
"2081","340130103001",0.790301441677588,0.165883336466654,0.167785234899329,0.984272608125819,0.8,2,2,8
"2082","340130103002",0.952851711026616,0.370138519445922,0.17304189435337,0.937921727395412,0.72,2,1,6
"2083","340130103003",1,0.198927204291183,0.0662100456621005,0.936046511627907,0.6,1,1,3
"2084","340130103004",0.964873765093304,0.341514633941464,0.303571428571429,0.975850713501647,0.64,2,0,3
"2085","340130104001",0.84032634032634,0.17810728757085,0.348745046235139,1,0.6,1,1,3
"2086","340130104002",0.79784102060844,0.275358898564406,0.156445556946183,1,0.64,1,1,2
"2087","340130104003",0.891742394310549,0.228015087939648,0.285975609756098,0.996839193994469,0.64,1,0,2
"2088","340130105001",0.973624717407687,0.309918760324959,0.333661417322835,1,0.64,1,1,2
"2089","340130105002",0.841759145088368,0.179335282658869,0.139224411951685,0.979449239621866,0.72,1,0,4
"2090","340130105003",0.775948460987831,0.262598949604202,0.272904483430799,0.992137240886347,0.68,0,0,5
"2091","340130106001",0.925606891151135,0.238403046387814,0.0969305331179321,1,0.64,1,0,6
"2092","340130106002",0.825263157894737,0.292938828244687,0.292191435768262,0.976842105263158,0.76,1,0,3
"2093","340130106003",0.880011621150494,0.186955252178991,0.15769770706598,0.987507263219059,0.68,1,1,2
"2094","340130107001",0.942988505747126,0.239427042291831,0.174636174636175,0.970114942528736,0.64,2,0,7
"2095","340130107002",0.557184750733138,NA,0.188449848024316,0.977777777777778,0.68,2,0,7
"2096","340130107003",0.898464163822526,NA,0.205724508050089,1,0.6,1,0,7
"2097","340130108001",0.906128782001552,0.187251250994996,0.184094256259205,1,0.68,3,1,7
"2098","340130108002",0.921885087153002,0.309614761540954,0.149238578680203,0.998714652956298,0.64,4,2,7
"2099","340130109001",0.979513444302177,0.095999616001536,0.168539325842697,0.997439180537772,0.64,4,0,8
"2100","340130109002",0.708333333333333,NA,0.5625,1,0.6,4,2,7
"2101","340130109003",0.380630630630631,NA,0,1,0.72,4,4,7
"2102","340130109004",0.871499176276771,0.218887124451502,0.234184239733629,0.990115321252059,0.68,4,3,8
"2103","340130111001",0.842018650575974,0.0638917444330223,0.102748691099476,1,0.68,1,1,5
"2104","340130111002",0.903908794788274,0.244135023459906,0.234604105571848,0.981541802388708,0.72,1,1,4
"2105","340130112001",0.808011049723757,0.104331582673669,0.0414673046251994,0.973756906077348,0.68,0,0,2
"2106","340130112002",0.879807692307692,0.325354698581206,0.375116063138347,0.995879120879121,0.68,1,0,1
"2107","340130112003",0.892966360856269,0.270714917140331,0.188299817184644,0.86085626911315,0.68,0,0,3
"2108","340130113001",0.680156657963446,0.229807080771677,0.0564399421128799,0.95822454308094,0.76,2,0,3
"2109","340130113002",0.831983805668016,NA,0.33112582781457,0.931174089068826,0.8,0,0,3
"2110","340130113003",0.773022937350223,0.218823124707501,0.211873080859775,0.973675213675214,0.76,1,0,3
"2111","340130114001",1,0.397626409494362,0.576864535768645,0.887052341597796,0.64,0,0,1
"2112","340130114002",0.976704055220017,0.486666053335787,0.428270042194093,0.983175150992235,0.72,0,0,3
"2113","340130114003",0.916281755196305,0.246739013043948,0.271634615384615,1,0.68,0,0,2
"2114","340130115001",0.884444444444444,0.289038843844625,0.124168514412417,0.977777777777778,0.76,0,0,2
"2115","340130115002",0.846594161419576,0.259542961828153,0.132040627885503,0.998855180309101,0.68,0,0,5
"2116","340130116001",0.72654370489174,0.250694997220011,0.25,0.974338412189254,0.76,1,1,2
